vd vg vs vb l alpha1_p alpha11_p t_fe ni in1aux vfed qid vn2aux in2aux vfes ids qmis vn1aux sweepvar vtm
0.05 0.510204081633 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1809 0.3185 -0.1809 -64.4724 -0.2017 -5.836e-08 12.0686 -0.2017 5.0000e-02 2.586e-02
0.05 0.489795918367 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1965 0.3138 -0.1965 -64.4724 -0.2165 -5.869e-08 11.8818 -0.2165 5.0000e-02 2.586e-02
0.05 0.469387755102 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2116 0.3090 -0.2120 -64.4724 -0.2307 -5.897e-08 11.6913 -0.2312 5.0000e-02 2.586e-02
0.05 0.448979591837 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2267 0.3038 -0.2272 -64.4724 -0.2450 -5.931e-08 11.4879 -0.2454 5.0000e-02 2.586e-02
0.05 0.428571428571 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2420 0.2983 -0.2420 -64.4724 -0.2592 -5.970e-08 11.2689 -0.2592 5.0000e-02 2.586e-02
0.05 0.408163265306 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2562 0.2927 -0.2567 -64.4724 -0.2724 -5.996e-08 11.0496 -0.2730 5.0000e-02 2.586e-02
0.05 0.387755102041 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2709 0.2865 -0.2709 -64.4724 -0.2859 -6.034e-08 10.8040 -0.2859 5.0000e-02 2.586e-02
0.05 0.367346938776 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2847 0.2800 -0.2847 -64.4724 -0.2985 -6.063e-08 10.5490 -0.2985 5.0000e-02 2.586e-02
0.05 0.34693877551 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2976 0.2733 -0.2983 -64.4724 -0.3101 -6.080e-08 10.2857 -0.3108 5.0000e-02 2.586e-02
0.05 0.326530612245 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.3108 0.2655 -0.3108 -64.4724 -0.3218 -6.106e-08 9.9784 -0.3218 5.0000e-02 2.586e-02
0.05 0.30612244898 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.3228 0.2573 -0.3228 -64.4724 -0.3321 -6.113e-08 9.6527 -0.3321 5.0000e-02 2.586e-02
0.05 0.285714285714 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.3333 0.2486 -0.3344 -64.4724 -0.3407 -6.090e-08 9.3108 -0.3418 5.0000e-02 2.586e-02
0.05 0.265306122449 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.3434 0.2374 -0.3434 -64.4724 -0.3485 -6.038e-08 8.8729 -0.3485 5.0000e-02 2.586e-02
0.05 0.244897959184 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.3503 0.2259 -0.3521 -64.4724 -0.3530 -5.912e-08 8.4252 -0.3548 5.0000e-02 2.586e-02
0.05 0.224489795918 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.3540 0.2104 -0.3566 -64.4724 -0.3536 -5.591e-08 7.8303 -0.3561 5.0000e-02 2.586e-02
0.05 0.204081632653 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.3491 0.1879 -0.3538 -64.4724 -0.3453 -4.567e-08 6.9979 -0.3495 5.0000e-02 2.586e-02
0.05 0.183673469388 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.527e-03 1.137e-04 -1.527e-03 -64.4724 -3.366e-03 6.526e-10 3.237e-02 -3.366e-03 5.0000e-02 2.586e-02
0.05 0.163265306122 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.371e-03 5.242e-05 -1.305e-03 -64.4724 -2.168e-03 2.791e-10 1.415e-02 -1.632e-03 5.0000e-02 2.586e-02
0.05 0.142857142857 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.300e-03 2.417e-05 -1.300e-03 -64.4724 -1.666e-03 1.277e-10 6.512e-03 -1.666e-03 5.0000e-02 2.586e-02
0.05 0.122448979592 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.266e-03 1.107e-05 -1.252e-03 -64.4724 -1.431e-03 5.727e-11 2.936e-03 -1.326e-03 5.0000e-02 2.586e-02
0.05 0.102040816327 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.251e-03 5.065e-06 -1.251e-03 -64.4724 -1.326e-03 2.603e-11 1.337e-03 -1.326e-03 5.0000e-02 2.586e-02
0.05 0.0816326530612 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.244e-03 2.311e-06 -1.244e-03 -64.4724 -1.278e-03 1.180e-11 6.069e-04 -1.278e-03 5.0000e-02 2.586e-02
0.05 0.0612244897959 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.241e-03 1.053e-06 -1.241e-03 -64.4724 -1.256e-03 5.355e-12 2.756e-04 -1.256e-03 5.0000e-02 2.586e-02
0.05 0.0408163265306 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.239e-03 4.793e-07 -1.239e-03 -64.4724 -1.246e-03 2.431e-12 1.252e-04 -1.246e-03 5.0000e-02 2.586e-02
0.05 0.0204081632653 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.239e-03 2.180e-07 -1.239e-03 -64.4724 -1.242e-03 1.104e-12 5.687e-05 -1.242e-03 5.0000e-02 2.586e-02
0.05 0.0 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.238e-03 9.914e-08 -1.238e-03 -64.4724 -1.240e-03 5.014e-13 2.583e-05 -1.239e-03 5.0000e-02 2.586e-02
